GameID,TitleEnglish,LaunchPrice,TotalSales
139,Eigo ga Nigate na Otona no DS Training: Motto Eigo Duke,3800,753107
140,Eiken DS: Oubunsha Eikensho Series Junkyo,2940,117219
141,Electroplankton,4800,23159
142,English Training: Have Fun Improving Your Skills,3800,2203669
143,Etrian Odyssey,5229,122461
144,Eyeshield 21 Max Devil Power !,4800,110260
145,Facening de Hyoujou Yutaka ni Inshou Up: Otona no DS Kao Training,4800,101123
146,Feel the Magic: XY/XX,5040,100263
147,Final Fantasy Crystal Chronicles: Ring of Fate,5040,389845
148,Final Fantasy Fables: Chocobo Tales,5040,139944
149,Final Fantasy III,5980,1008230
150,Final Fantasy Tactics A2: The Sealed Grimoire,5040,287871
151,Final Fantasy XII: Revenant Wings,5040,524009
152,Freshly Picked Tingle’s Rosy Rupeeland,4800,234862
153,Front Mission,5040,57153
154,Fullmetal Alchemist: Dual Sympathy,5040,29118
155,Fushigi no Dungeon: Furai no Shiren,5040,195052
156,Gakken DS: Shin Toeic Test Kanzen Kouryaku,3990,93282
157,Gakuen Alice: WakuWaku * Happy Friends,5040,29281
158,Ganbare Goemon: Toukai Douchuu Ooedo Tenguri-kaeshi no Maki,5229,27685
159,My Housekeeping Diary,3800,563585
160,Gintama DS: Yorozuya Daisoudou,5040,65404
161,Gotouchi Kentei DS,3990,119855
162,Gouma Reifuden Izuna,5040,3755
163,Gyakuten Saiban 4,5040,515417
164,Harvest Moon DS,5040,107136
165,Hayate no Gotoku! Boku ga Romeo de Romeo ga Boku de,5229,30993
166,Heisei Kyouiku Ikan DS,3990,226124
167,Heroes of Mana,5040,98566
168,Hotel Dusk: Room 215,4800,212712
169,Itadaki Street DS,5040,413537
170,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,3990,46353
171,Jissen Pachislot Hisshouhou! Hokuto no Ken SE DS,4410,47673
172,Jump Super Stars,4800,549265
173,Jump Ultimate Stars,4800,789445
174,Kabu Trader Shun,5040,25116
175,Kaite Shabette Hajimeyou! Monster Farm DS,5040,43328
176,Kaitou Rousseau,5040,4819
177,Kanji no Wataridori,3990,20335
178,Kanji Sonomama DS Rakubiki Jiten,4800,119523
179,General Knowledge Training (Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS),3800,1569882
180,Katekyoo Hitman Reborn! DS - Shinuki Max! Vongole Carnival!,5040,45354
181,Katekyoo Hitman Reborn! DS Flame Rumble Mukuro Kyoushuu!,5040,59530
182,Katekyoo Hitman Reborn!! DS Flame Rumble Kaien Ring Soudatsuen!,5040,70084
183,Kawaii Koinu DS,5040,34772
184,Kekkaishi: Karasumori Ayakashi Kidan,5040,146857
185,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,3800,431003
186,Kenshuui Tendo Dokuta,5040,76876
187,Keroro Gunsou: Enshuu dayo! Zenin Shuugou Part 2,5040,55539
188,Kidou Gekidan Haro Ichiza: Gundam Mahjong + Z: Sara ni Deki Ruyouni Nattana!,5040,31825
189,Kiku!Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,3990,131210
190,Kirarin * Revolution: Kirakira Idol Audition,5229,101750
191,Kirarin * Revolution: Mezase! Idol Queen,5229,79119
192,Kirarin * Revolution: Naa-chan to Isshou,5229,129876
193,Kirby Canvas Curse,4800,315211
194,Kirby Squeak Squad,4800,1121151
195,Kotoba no Puzzle Mojipittan DS,2940,364198
196,Kouchuu Ouja Mushi King: Greatest Champion he no Michi 2,5040,122160
197,Kouchuu Ouja Mushi King: Greatest Champion he no Michi DS,5040,191388
198,Kouchuu Ouja: Mushi King Super Collection,6090,96090
199,Kurikin: Nano Island Story,4800,97346
200,LifeSigns: Surgical Unit,5040,4460
201,Lise no Atelier: Ordre no Renkinjutsushi,5040,40542
202,Lost in Blue,5229,8550
203,Lost in Blue 2,5229,62794
204,Luminous Arc,5040,63315
205,Lunar Knights,5229,73377
206,Lunar: Dragon Song,5040,24673
207,Magic Taizen,3800,277815
208,Magical Starsign,4800,46820
209,Magnetica,3800,27182
210,Mar Heaven: Boukyaku no Clavier,5229,5511
211,Mar Heaven: Karudea no Akuma,5229,17771
212,Mario & Luigi: Partners in Time,4800,417391
213,Mario Hoops 3-on-3,4800,498021
214,Mario Kart DS,4800,3894723
215,Mario vs. Donkey Kong 2: March of the Minis,4800,306176
216,Mawashite Tsunageru Touch Panic,3800,43921
217,Mega Man Battle Network 5: Double Team,5040,106526
218,Mega Man Star Force: Pegasus / Leo / Dragon,5040,593675
219,Mega Man ZX,5040,94341
220,Mega Man ZX Advent,5040,63977
221,Meitantei Conan: Tantei Ryoku Trainer,5040,55997
222,Metal Saga: Hagane no Kisetsu,5040,21090
223,Meteos,5040,57880
224,Metroid Prime Hunters,4800,90028
225,Mind Quiz: Your Brain Coach,2940,80859
226,Minna no DS Seminar: Kanpeki Kanji Ryoku,3990,156977
227,Flash Focus: Vision Training in Minutes a Day,3800,945791
228,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan 2,4800,218248
229,Momotarou Dentetsu DS: Tokyo & Japan,5040,367331
230,Mr. Driller Drill Spirits,5040,38966
231,Namco Museum DS,3990,33393
232,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,5229,23900
233,Naruto RPG 2: Chidori Vs. Rasengan,5040,131748
234,Naruto RPG 3: Reijuu vs Konoha Shoutai,5040,81747
235,Naruto Shippuuden: Saikyou Ninja Daikesshuu 5,5040,119115
236,Naruto: Ninja Council 3,5040,121149
237,Naruto: Saikyou Ninja Daikesshuu 3,5040,220928
238,Naruto: Shinobi Retsuden,5040,137669
239,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,5040,10799
240,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechaimasuu",5040,22259
241,New Super Mario Bros.,4800,6402912
242,"Nintendogs (Labrador, Dachshund, Chihuahua)",4800,2037232
243,Nodame Cantabile,5040,148324
244,Nounai Aesthe: IQ Suppli DS,3990,258476
245,Tea Dog's Room DS,5040,105258
246,Tea Dog's Room DS 2,5040,105335
247,One Piece Gear Spirit,5040,67491
248,Oshare Majo Love & Berry - DS Collection,6090,1039669
249,Osu! Tatakae! Ouendan,4800,49236
250,Pac-Pix,5040,98650
251,Paint by DS,3990,39020
252,Phoenix Wright: Ace Attorney,5040,117784
253,Phoenix Wright: Ace Attorney - Justice for All (Best Price!),3129,214150
254,Phoenix Wright: Ace Attorney - Trials and Tribulations (Best Price!),3129,195205
255,Phoenix Wright: Ace Attorney (Best Price!),3129,254681
256,Picross DS,3800,266641
257,Pinky Street - Kira Kira * Music Hour,5040,21284
258,Planet Puzzle League,3800,142533
259,Point Blank DS,3990,59755
260,Pokémon Dash,4800,348376
261,Pokémon Diamond / Pearl,4800,5793340
262,Pokemon Mystery Dungeon Time/Darkness,4800,1574006
263,Pokémon Mystery Dungeon: Blue Rescue Team,4800,761617
264,Pokémon Ranger,4800,643776
265,Pokémon Trozei!,3800,293807
266,Polarium,3800,94947
267,Power Pocket Koushien,5229,93220
268,Power Pro Kun Pocket 8,5229,122788
269,Power Pro Kun Pocket 9,5229,157348
270,World Soccer Winning Eleven DS - Goal x Goal!,4179,103767
271,Professor Layton and the Curious Village,4800,968033
272,Project Hacker: Kakusei,4800,83479
273,Puyo Puyo!,5040,304618
274,QuickSpot,3990,117849
275,Resident Evil: Deadly Silence,5040,46280
276,River King: Mystic Valley,5040,40240
277,Rune Factory: A Fantasy Harvest Moon,5040,145346
278,"Saiyuuki: Kinkaku, Ginkaku no Inbou",3990,69298
279,Sangokushi Taisen DS,5980,162765
280,SD Gundam G Generation Crossdrive,5040,263076
281,SD Gundam G Generation DS,6090,94317
282,Cooking Navi,3800,958168
283,Shin Lucky * Star Moe Drill: Tabidachi,3990,56736
284,Sim City DS,4980,193826
285,Simple DS Series Vol.08: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2800,37034
286,Simple DS Series Vol.15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,2800,43211
287,Soroban DS,4095,15713
288,Star Fox Command,4800,93973
289,Subarashiki Kono Sekai: It's a Wonderful World,5980,192955
290,Sudoku Gridmaster,2940,163037
291,Summon Night Twin Age: Seireitachi no Kyoumei,5040,48162
292,Super Mario 64 DS,4800,1217587
293,Super Princess Peach,4800,196641
294,Super Robot Taisen W,6090,278027
295,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Korea,2800,54070
296,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,2800,83819
297,Taiko no Tatsujin DS: Touch de Dokodon!,5040,640480
298,Tales of the Tempest,5040,205541
299,Tamagotchi Connection: Corner Shop,5040,1110046
300,Tamagotchi Connection: Corner Shop 2,5040,780711
301,Tamagotchi Connection: Corner Shop 3,5040,161906
302,Tamagotchi no Puchi Puchi Omisecchi: Mina San Kyu,5040,249830
303,Tantei Jinguuji Saburou DS: Inishie no Kioku,3990,56016
304,Tashiten: Tashite 10 ni Suru Monogatari,4800,41337
305,Tengen Toppa Gurren-Lagann,6279,11140
306,Tetris DS,3800,1334370
307,The Legend of Zelda: Phantom Hourglass,4800,902386
308,The Rub Rabbits!,5040,25423
309,TOEIC TEST DS Training,3990,253274
310,Tokimeki Memorial: Girl's Side 1st Love,5229,63066
311,Touch de Rakushou! Pachi-Slot Sengen: Rio de Carnival,5040,4715
312,Trace Memory,4800,105452
313,Trauma Center: Under the Knife,5040,5510
314,Treasure Gaust: Gaust Diver Crimson Red / Deep Blue,5040,45260
315,True Swing Golf,4800,19369
316,Ukkari o Nakusou! Bunshou Yomi Training YomiTore,3990,93026
317,Unou no Tatsujin: Hirameki Kosodate My Angel,3990,30122
318,Unou no Tatsujin! Soukai! Machigai Museum 2,3990,113343
319,Wantame Uranai Channel,3990,59868
320,Wario: Master of Disguise,4800,289872
321,WarioWare: Touched!,4800,1136255
322,Watashi no Relaxuma,5040,53517
323,Wi-Fi Taiou Yakuman DS,4800,36714
324,Winning Eleven: Pro Evolution Soccer 2007,4179,181216
325,Xenosaga I - II,5229,21597
326,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B - Sougou Training,3990,107518
327,Yoshi Touch & Go,4800,197337
328,Yoshi's Island DS,4800,1050307
329,Yu-Gi-Oh Duel Monsters: World Championship,5229,57322
330,Yu-Gi-Oh GX Spirit Summoner,5229,98502
331,Yu-Gi-Oh! Nightmare Troubadour,5229,102249
332,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: Kanken DS,3990,621885
333,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: Kanken DS2 + Jouyou Kanji Jiten,2940,326798
334,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,2499,571715
335,Zoids Dash,5040,19896
336,Ace Combat X: Skies of Deception,5040,104017
337,Ape Escape Academy,5040,127679
338,Ape Escape: On the Loose,5040,113443
339,Armored Core: Formula Front,5040,45561
340,Bleach: Heat the Soul,5040,86613
341,Bleach: Heat the Soul 2,5040,69733
342,Bleach: Heat the Soul 3,5040,76340
343,Bleach: Heat the Soul 4,4980,83044
344,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,5040,96651
345,Bounty Hounds,5040,20940
346,Brave Story: New Traveler,5040,32703
347,Breath of Fire III,5040,23448
348,Burnout Legends,5040,18421
349,Capcom Classics Collection Reloaded,5040,22151
350,Coded Arms,5229,41504
351,Crisis Core: Final Fantasy VII,6090,809825
352,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,4410,67041
353,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,4410,30673
354,Derby Stallion P,5460,121471
355,Derby Time,5040,70668
356,Disgaea: Afternoon of Darkness,5040,38080
357,Doko Demo Issho,5040,103205
358,Dokodemo Issho: Let’s Gakkou!,5040,46011
359,Dora-Slot: Shuyaku wa Zenigata,3990,31987
360,Dragon Ball Z: Shin Budokai,5040,140863
361,Dragon Ball Z: Shin Budokai - Another Road,5040,97739
362,Dragon Quest & Final Fantasy in Itadaki Street Portable,5040,110823
363,Dragoneer's Aria,5040,44407
364,Dynasty Warriors,5544,286187
365,Dynasty Warriors Vol. 2,5544,53268
366,Eiyuu Densetsu: Sora no Kiseki FC,5040,32712
367,Fate/Tiger Colosseum,5240,68677
368,Final Fantasy Anniversary Edition,3990,124839
369,Final Fantasy II Anniversary Edition,3990,78057
370,Final Fantasy Tactics: The War of the Lions,5040,301796
371,Formula One 2005 Portable,5040,16821
372,Fu Fu Island,5040,4707
373,Generation of Chaos,5040,24067
374,Suikoden I + II,5229,28271
375,Ghost in the Shell: Stand Alone Complex,5040,21753
376,Gradius Portable,5229,18680
377,Grand Theft Auto: Liberty City Stories,5229,125507
378,Guilty Gear Judgment,5040,20254
379,Guilty Gear XX #Reload,3990,31910
380,Gundam Battle Chronicle,5040,209891
381,Gundam Battle Royale,5040,114861
382,Gundam Battle Tactics,5040,73275
383,Hot Shots Golf: Open Tee,5040,399161
384,Hot Shots Golf: Open Tee (PSP The Best),2800,261117
385,Jeanne D'Arc,5040,72536
386,Jikkyou Power Pro Yakyuu Portable 2,5229,118126
387,Jikkyou Powerful Pro Yakyuu Portable,5229,150431
388,Jissen Pachislot Hisshouhou Hokuto no Ken Portable,3990,56550
389,Jissen Pachislot Hisshouhou! Hokuto no Ken SE Portable,4410,50445
390,Kamaitachi no Yoru 2 Tokubetsu Hen,5040,21451
391,Kashiramoji D: Street Stage,5040,104503
392,Kazuo,2800,103590
393,Kidou Senshi Gundam Seed : Rengou Vs. Z.A.F.T. Portable,5040,133087
394,Kidou Senshi Gundam: Giren no Yabou- Zeon no Keifu,5040,52887
395,Kingdom of Paradise,5040,24402
396,Kinnikuman Muscle Generations,5040,18749
397,Kotoba no Puzzle Mojipittan Daijiten,4725,115349
398,Legend of Heroes: Sora no Kiseki SC,6090,56515
399,Legend of Heroes GAGABUTORIROJI,5040,18584
400,LocoRoco,5040,154816
401,Magna Carta Portable,5040,30145
402,Mahjong Kakutou Club,5040,127972
403,Maplus: Portable Navi,7140,108848
404,Mega Man Legends 2 Episode 2,3990,15309
405,Metal Gear Acid,5040,118553
406,Metal Gear Solid Portable Ops. + Deluxe Pack,4300,38429
407,Metal Gear Solid: Digital Graphic Novel,2940,21219
408,Metal Gear Solid: Portable Ops,5229,358277
409,Metal Gear Solid: Portable Ops Plus,2400,355916
410,Minna no Chizu,3990,39447
411,Monster Hunter Portable,5040,668964
412,Monster Hunter Portable 2nd,5229,1720397
413,Monster Hunter Portable (PSP The Best),3129,290904
414,Monster Kingdom: Jewel Summoner,5040,33639
415,Nakahara's supreme power - three countries heat,5040,7003
416,Namco Museum,3990,79572
417,Namco Museum Vol.2,3990,24934
418,Naruto: Ultimate Ninja Heroes,5040,59070
419,Need for Speed Underground Rivals,5040,32503
420,Nobunaga's Ambition Recollections,5040,3270
421,Nou Ryoku Trainer Portable,2940,297816
422,Nouryoku Trainer Portable 2,2940,89430
423,Osamu Shin Unlimited SSII Unlimited,5040,4715
424,Planetarium Creator Ohira Takayuki Kanshuu: Home Star Portable,3280,23261
425,PoPoLoCrois,5040,79756
426,Princess Crown,5040,22466
427,Psalms of Planets Eureka seveN,5040,5429
428,Quiz Kidou Senshi Gundam: Toi Senshi DX,5040,32158
429,Ratchet & Clank: Size Matters,4980,127724
430,Rengoku: The Tower of Purgatory,5040,45305
431,Ridge Racers,5040,273521
432,Ridge Racers 2,5040,69295
433,Riviera: The Promised land,5040,10047
434,Sakura Taisen 1 & 2,5040,21314
435,Samurai Warriors: State of War,5544,109324
436,Sangokushi V,5040,28818
437,Saru Get You: SaruSaru Daisakusen,4980,64023
438,School Rumble,5040,6250
439,SD Gundam G Generation Portable,5040,271425
440,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,5040,44922
441,Sony Computer Science Kenkyuusho Kenmogi Kenichirou Hakase Kanshuu - Nou ni Kaikan: Aha Taiken!,2940,79557
442,Soukyuu no Fafner,5040,30172
443,Street Fighter Alpha 3 MAX,5040,8353
444,Street Supremacy,5040,49907
445,Taiko no Tatsujin Portable,5040,59925
446,Taiko no Tatsujin Portable 2,5040,58782
447,Tales of Destiny 2,5040,114757
448,Tales of Eternia,5040,193458
449,Tales of Phantasia: Full Voice Edition,5040,111034
450,Tales of The World: Radiant Mythology,5040,214128
451,Talkman,6090,169633
452,Tekken: Dark Resurrection,5040,114734
453,Tenchu: Time of the Assassins,5040,70942
454,The Legend of Heroes II: Prophecy of the Moonlight Witch,5040,103834
455,The Legend of Heroes: A Tear of Vermillion,5040,32159
456,Twelve: Sengoku Fengshenden,5229,22860
457,Ultimate Ghosts 'n Goblins,5229,45810
458,Valhalla Knights,5040,64506
459,Valkyrie Profile: Lenneth,5040,168515
460,Virtua Tennis: World Tour,5040,23907
461,Wangan Midnight Portable,5040,24308
462,Wild ARMs: Crossfire,4980,52090
463,Winning Eleven: Pro Evolution Soccer 2007,5229,130919
464,Wipeout Pure,5040,22455
465,World Soccer Winning Eleven 9,5229,244462
466,World Soccer Winning Eleven 9: Ubiquitous Evolution (PSP The Best),2800,39679
467,Yu-Gi-Oh! GX Tag Force,5229,47761
468,Yu-Gi-Oh! GX Tag Force 2,5229,121285
546,Super Mario Galaxy,5800,1017287
547,Kanji Brain 2 + Dictionary,2940,363171
548,Dragon Tamer: Sound Spirits,5040,32057
549,Sangokushi DS 2,5040,6626
550,7 – The Cavalry of Molmorth,7800,87404
551,All-Star Pro Wrestling,6800,185616
552,Angelic Troyes,7800,26769
553,Armored Core 2,6800,205107
555,Blood: The Last Vampire,5800,46206
557,Crossfire,6800,33932
558,Dance Summit 2001: Bust a Move,6800,14931
559,Dark Cloud,5800,70471
561,DOA2 Hardcore,6800,124858
564,Dynasty Warriors 2,6800,330770
565,Eikan wa Kimi ni: Kasshien e no Michi,6800,44717
569,FIFA 2001 World Championship,6800,42473
570,FIFA Soccer World Championship,6800,252358
571,G-Saviour,7800,70711
572,G1 Jockey 2,6800,48751
573,Gekikuukan Pro Baseball: At the End of the Century 1999,6800,482061
577,Gungriffon Blaze,6800,60437
588,Mobile Suit Gundam,6800,399439
589,MotoGP,6800,121501
590,My coach! Fierce fight to the pennant race,6800,50741
593,Pro Mahjongg Extreme Next,4800,11185
595,Ridge Racer V,6800,611507
598,Romance of the Three Kingdoms VII,8800,172099
599,Scandal,6800,74433
600,Sidewinder MAX,6800,39081
602,Sorcerous Stabber Orphen,6800,20323
603,SSX,6800,41977
606,Sunrise Hero,7800,40161
607,Super Value Set: Winning Post 4 Maximum & G1 Jockey 2,11800,4803
608,Swordsmen,6800,39109
609,Sylpheed: The Lost Planet,6800,10622
610,Tekken　TAG　TOURNAMENT,6800,457340
611,The Bouncer,6800,345984
612,The First Step: Victorious Boxers,6800,342116
613,TVDJ,5800,6984
614,UNiSON,6800,6135
615,Wild Wild Racing,6800,4327
616,Winning Post 4 Maximum,6800,53223
617,Super Robot Wars A,5800,310513
619,Breath of Fire,4800,63407
620,Final Fight One,4800,56137
621,Mega Man Battle Network,4800,207288
622,Mega Man Battle Network 2,4800,446939
623,Phoenix Wright: Ace Attorney,4800,62169
624,Super Street Fighter II Turbo Revival,4800,45335
626,Bomberman Story,5200,99052
627,Robopon 2 crossbar John / ring version,5200,6672
628,HAROKITIKOREKUSHON miracle fashion maker,5200,3955
629,MEDAROTTO Nabi (Kabuto Version / kuwagata version),5800,57517
630,Muscle ranks to Kumgang kun Adventure!,5800,5083
631,Castlevania: Circle of the Moon,5800,42895
632,Duel Monsters 5 Expert 1,5800,399253
634,Dungeon Dice Monsters Yu-Gi-Oh!,5800,145356
635,GETTOBAKKAZU regain shop to Hell to Scaramouch,5800,13016
637,KONAMI WAI WAI RESHINGUADOBANSU,5800,40488
638,Monster Guardians,5800,10210
639,Power Pro Pocket 3,5800,256717
640,Suikoden: Card Stories,5800,7676
641,Love Hina Advance,5800,10350
642,Klonoa: Dream of Empire,5300,50698
643,Mister Driller 2,4800,141507
644,F-Zero Maximum Velocity,4800,334145
645,Golden Sun,4800,338097
646,Kuru Kuru Kururin,4800,265250
648,Mario Kart Super Circuit,4800,938175
649,Napoleon,4800,87048
650,Super Mario Advance,4800,887505
651,Super Mario Advance 2,4800,919234
652,Tactics Ogre: The Knight of Lodis,4800,282101
653,Wario Land 4,4800,484591
655,Everybody Puyo Puyo,4800,28863
657,Choro Q Advance,4800,12499
662,Animal Crossing,6800,641300
663,Luigi's Mansion,6800,348918
666,Wave Race: Blue Storm,6800,62003
668,Super Monkey Ball,5800,58727
669,All-Star Baseball 2002,2800,33739
670,A train going by 2001,6800,11266
671,Aureole You Koshien is the supreme power,6800,15378
672,Le Golf GOLF,6800,6757
673,LUNATIC DAWN TEMPEST,6800,12151
675,Shadow Hearts,6800,103834
678,Young Cop legend Tetsuya,5800,74564
680,Growlanser II,6800,81666
682,Magic Sword (Hsiao),6800,40058
683,Pass 3,6980,42036
685,Live racing real name Dream Classic 2001 SPRING,5800,8310
687,ZEONIC FRONT Gundam 0079,6800,238319
688,RIARUROBOTTOREJIMENTO,6800,37236
689,Capcom vs SNK2 MILLIONAIRE FIGHTING 2001,6800,276594
690,Devil May Cry,6800,554963
691,Everblue,6800,12380
694,Onimusha,7800,927534
695,Resident Evil: Code Veronica X,6800,337761
696,Love Songs is idle to even KURASUME,6800,12556
697,SIMPLE2000 Series Vol. 1 THE table games ~ Mahjong Go chess card flower cards reversi five eyes to you all,2000,276079
698,F1 2001,6800,14964
699,F1 Championship Season 2000,6800,39626
701,Knockout Kings 2001,6800,9074
702,Madden NFL 2001,6800,37463
703,NBA Live 2001,6800,46435
704,NBA Street,6800,13416
705,Ends - nesia,6800,9757
706,The Fear,7800,8007
708,Armored Core 2: Another Age,6800,189636
709,Evergrace 2,6800,42830
710,King's Field IV,6800,41786
712,Dupioni Story 2 to destroy the to,6800,9610
713,Shutokou Battle 0,6800,135157
714,Lily's studio to ZARUBURUGU alchemy of Engineers 3 to,6800,90203
715,Bloody Roar 3,6800,50052
718,JENERESHONOBUKAOSU,6800,52012
719,Sanyo pachinko Paradise 6 GINPANI large aquarium,5800,13531
721,Air Combat,6800,30143
722,Angelique Troyes One treasures version,8800,4800
723,Dynasty Warriors 3,6800,1030473
724,HOSUBUREKA,6800,29498
725,Kessen II,7800,199389
726,Steel (KUROGANE)to UOSHIPPUKOMANDA,6800,25918
730,Beatmania IIDX 5th style-new songs collection -,6800,38859
732,Games Makoto Ou DUEL MONSTERS II inherited memory RESHI,6800,76248
733,GUITAR FREAKS 4thMIX & drum mania 3rdMIX,6800,40640
